Latitude_Degrees,Longitude_Degrees,Depth_m,Date_Year,ClimSST,SSTA_DHW
-7.527592869158251,162.25715030756982,22.227824312530746,2020,297.8581025224334,297.85796986184914
-26.514983269908033,131.82341247897665,18.432335340553056,2023,300.5798866012187,297.31026368464904
13.319926336009487,157.87897524567006,1.0225842093894155,2020,300.39614830295244,300.36409238268556
-29.576021686816954,-171.69752698509032,16.218465147493283,2009,297.2566611476749,302.35565535362804
-16.033719574181745,-147.3816835681845,18.93319427065953,2011,299.82828941127485,300.25828012874126
-27.212975236800137,38.71614668451781,5.945199586931454,2006,297.0729572863793,302.1821096562667
3.7972930707323584,-41.2500590856302,1.4630213143862116,2001,300.76328164581685,299.4208387155678
-22.67770590931327,-1.7363123599427297,1.9972671123413335,2013,299.1508333416528,298.00229848283436
15.321684619059148,-26.943885183151906,7.030308223177476,2003,298.0166995053904,302.3327154527051
16.50796940166687,158.21961896310808,26.949993162401817,2013,300.9999959772103,298.7959742284321
4.226638464323962,7.5003336092965185,28.873988706131126,2020,299.13772509329215,298.49241967475643
19.72425054911576,-51.568802390307866,9.147100780934043,2012,297.7750832373612,301.4120833941472
-25.526961379213752,175.27929717618622,23.395098309603064,2011,298.6141849609492,297.07743902493297
-18.06945575467169,76.08310298951397,23.915090675404965,2004,302.0946548318234,300.5809236402607
24.897580532626847,126.01388800432773,14.034069550007898,2000,297.3495709265731,298.71040276943614
-10.489000678395179,82.65822420170309,19.48916666930118,2002,299.5971820883907,297.65776835266064
12.794687233379697,93.88261750208306,17.27703872951539,2013,299.7158757800041,299.87503056160097
-4.347538898487024,-170.84911437212574,4.128851382805829,2006,299.6145362275016,300.09801564587013
11.730965185567648,-129.84067641388475,18.5281039990567,2014,301.15553126198677,298.2583899102039
-25.381205410272422,-75.68947695104352,5.675417330366129,2001,300.4339472647359,298.6259852721074
-23.670344410183763,-15.647554626152328,7.334772679288174,2019,301.90907449169487,299.9663823305361
18.44640930984375,142.59286797245755,10.222100774184053,2000,298.4967273716155,300.5622956629775
-29.96877738028105,-53.075211719699155,9.838656486582842,2005,299.8091101641766,299.2957605173183
-16.673531371756184,-136.84846775987418,10.79083997070521,2014,297.92560073195114,298.2032032076519
3.4861201210404715,-34.618978419105304,2.8818751661604654,2019,298.3578183456123,300.8296735006188
12.736235395466522,-126.68870521677604,29.934474066419313,2016,302.3713822570796,299.2607035732503
-28.016956025967097,-55.77435071039413,19.39618899633955,2001,299.9201402082443,299.462807405152
3.1735853442796795,33.370820596581666,3.3447464636487423,2023,298.3070064919582,301.0051899173652
-7.933012036844808,47.63009901368861,19.372361612065948,2010,301.49037530270664,301.390898187415
-20.95694736207423,2.951559626658735,21.178571396935574,2002,300.2499111875353,300.72660399013256
-29.004730264328632,4.353500987741143,7.5683774807402004,2006,297.9590153595274,300.80015755956356
-6.7958792219677555,157.22279594522445,4.988107380233805,2024,297.62410436682325,302.0858149005321
22.640361202858863,-87.14101402254398,20.139537334991193,2015,300.05360446379706,299.91307818095805
-15.4888625459729,-146.4830035898763,27.019256980646475,2004,301.85449988754135,298.0378890958776
-13.267718844469087,72.12881879019767,25.55317312491087,2019,301.87897533345813,301.28931550221694
8.521898769257263,-149.70961260178242,5.6872327087437995,2005,300.67943540092824,300.1937764179005
-7.663034006295415,158.44803928480025,29.2362512659042,2017,297.88444428279627,300.0180358415162
11.513711861561596,54.7060534209362,7.503809974356233,2000,297.09941449988537,299.71641543350887
-19.270637446720272,-48.07123755017042,22.580945168640305,2002,300.6168709076519,300.1256973183451
-24.379513930314452,-47.62231089860393,8.690868662770038,2013,300.24428966158297,302.3839107205126
-0.7954708224326943,146.19556357867947,13.59743659980243,2020,299.76450401207853,300.172971365445
-0.44893837086816646,-109.71252439270398,21.951111342583655,2018,300.1460230956505,301.2270470786847
-27.383773694733975,178.03818388704275,14.628390905737346,2013,302.03175414621245,299.0358728514049
-29.072603008267954,154.19468253158112,13.417340301202115,2020,300.1476085804396,302.39182371043825
-25.479224639632307,-69.94907305661454,6.536419903360034,2000,298.7430710283595,297.9322101067735
3.408075747501009,157.01571869788114,21.184864103574217,2007,297.3872887196725,298.14905294688447
10.268611009443035,-50.887158733381,8.370745823022425,2009,301.8255518956038,301.07422739764814
11.820944459716081,72.89427023535933,11.4252433853729,2009,301.4514863551318,301.4556236707355
22.024339114806224,148.76659892032967,15.828929566967195,2024,300.4534192822175,298.0685067443162
-25.74354498000434,-37.157822203000194,2.4722874001425112,2018,298.85897336268346,299.06570623951967
-24.361083609547862,28.180850758622626,2.0423259401055205,2024,297.8527288920026,302.4001248857079
20.336010124161803,129.74566259220308,8.257289454960057,2009,301.5243030836281,298.98104852776197
-22.376369240886913,8.007573619729584,23.329813039859715,2011,302.3088850671492,299.5149583888755
20.52138450071888,-110.0231877618457,12.929263246643679,2002,300.5058644582401,300.99350233547466
28.55112476775208,5.868125388430315,10.365737715296133,2016,299.1935149579464,299.3843640566941
14.642558579946922,-89.69021015520197,6.345676555609732,2022,299.3557296121706,300.78674945420954
-26.508384269493384,149.47694194553299,13.82821466220203,2021,300.9302775748503,300.6310855719475
-13.20396618324343,163.7515010387499,22.399010584177287,2004,300.3644641042889,299.3078003433528
-15.136140629930551,-51.84983568554583,22.977537203466703,2024,298.8803381669402,297.5048948619739
-24.350580703886394,-67.89120861913409,29.40580533002375,2004,299.60795605998027,297.5380878835805
-0.5030474929900599,-9.550162518996359,6.02285422739044,2004,299.1917760391855,300.38717553928717
8.105619052058628,-163.69055648206398,11.863765824167665,2018,299.7672494221905,301.71069412653577
9.5216178971367,-121.34360625068531,3.0464936746124653,2022,302.1933837841884,301.7695941345525
8.18421584676068,108.34174608566389,20.63788192910647,2002,300.5380852014329,299.52039089770335
2.737007358956099,158.92733115954906,12.196976496222453,2000,300.58316624521785,298.1367639793221
-13.562332360731975,-102.74791690498532,11.9405134136113,2018,300.4003963638584,298.851048181888
9.343358122844528,-41.25721645239659,20.766796400210904,2001,298.43381990529747,299.72820599861376
11.573421521516366,-54.598822396848945,28.16279640381551,2023,301.0428907409214,301.41914511711667
-13.07792564572161,-116.12176423929978,22.767827797584893,2002,302.4477782810037,299.26939722301285
-7.67891485243301,99.50866586711885,10.883302667337517,2004,298.31228272884687,300.73914628945136
14.394525626842473,-94.2349851345674,11.95413769911255,2016,299.7788880484632,301.5455160635926
-10.797023938163296,142.38836225863218,12.28684868329073,2011,302.2719782328576,301.65928729252573
-8.705688572236763,164.4483186455243,20.626327228304795,2019,300.15390838467806,300.4751046669339
-3.0932686813008132,-74.44412218869677,10.531271815727562,2020,301.13805991190725,301.35368474049216
17.377088567673233,-147.16580290247146,15.338188836374863,2006,302.4776218311668,297.30729135072545
14.222133407460532,16.52967725939601,21.46911303248214,2014,297.7864542512906,301.1883084744461
7.0930837989756625,-143.5958365957955,3.4390973773349254,2012,298.2241702966407,299.1815838107484
23.513814526606595,-127.22226419087082,15.886458892079395,2005,302.4265176817565,299.05848937665866
-7.7614711759865465,112.60784421270091,28.470208744131902,2024,300.25538806351705,298.9262003568517
12.490871734991991,-6.599884332918492,11.96164011354538,2006,299.33322105085836,301.98494911802106
-23.32815106163092,-2.6549624552907005,1.329255698255153,2019,297.6534985394744,297.64639435727406
8.952618126963813,88.5761565355524,17.91769418781763,2024,299.0617881873804,298.57141647455023
22.115947691367616,-99.50549813299705,28.933453643777728,2011,302.3784536781485,300.0580277125342
-10.638816703344979,-164.3757180126578,27.814656576484285,2004,298.3914459239408,300.82476117708654
-25.473927174613845,-120.16244451266894,7.287464091008245,2014,299.49997585622276,300.4515694404623
5.058858715386016,144.41688377675604,2.3179450299022784,2011,302.27286324074316,297.3182514376674
