Latitude_Degrees,Longitude_Degrees,Depth_m,Date_Year,ClimSST,SSTA_DHW
6.05,100.04,,1998,301.73,0.0
4.27,113.82,3.0,2009,303.2,3.51
4.27,113.82,11.0,2009,303.2,3.51
4.4029,113.7453,22.0,2009,302.99,2.34
4.4037,113.742,21.0,2009,302.99,2.34
4.4867,73.4717,,1998,302.66,3.22
3.0,73.5,6.5,1998,302.29,7.64
3.25,73.0,,1998,302.28,7.33
3.4833,73.4833,,1998,302.21,9.17
5.0167,72.9167,6.5,1998,301.98,7.3
4.1667,73.5,1.15,1998,302.07,6.88
3.2333,72.9333,,1998,302.24,6.92
3.8756,72.8433,,1998,302.12,10.62
3.8756,72.8433,,1998,301.85,2.34
4.2833,73.4667,20.0,1998,302.01,10.91
4.1197,73.4742,,1998,301.52,6.84
3.8171,73.4243,,1998,301.84,3.74
3.9834,73.4262,30.0,1998,301.77,6.88
4.2695,73.0096,,1998,301.89,3.96
4.42,73.5,,1998,301.75,2.47
4.1697,72.8265,,1998,301.74,3.78
7.14,171.213,,1993,301.46,0.0
9.196,167.656,,2002,302.17,0.0
9.339,167.446,,2002,302.15,0.0
-19.638,63.396,1.0,2002,300.05,0.0
-20.2893,57.8164,,2004,300.12,1.32
-12.8333,45.2167,,1998,301.61,7.72
-12.8333,45.2167,12.0,1983,301.36,4.73
-12.8333,45.2167,,1986,301.09,1.99
-12.7,45.2,,1998,300.56,5.77
20.017,-87.462,13.7,2005,301.31,0.0
20.017,-87.462,8.8,2005,302.21,6.12
20.017,-87.462,8.95,2005,302.21,6.12
20.017,-87.462,8.65,2005,302.21,6.12
18.707,-87.706,9.6,2005,262.15,6.63
18.681,-87.713,8.55,2005,262.15,5.39
20.052,-87.466,7.6,2005,301.38,0.0
20.051,-87.463,14.3,2005,299.31,0.0
19.933,-87.432,18.15,2006,300.07,0.0
19.934,-87.434,10.25,2005,301.45,1.0
18.681,-87.714,6.1,2006,262.15,0.0
20.05,-87.47,3.4,2005,301.7,11.76
20.05,-87.47,4.3,2005,299.31,0.0
18.667,-87.717,5.2,2006,262.15,0.0
18.681,-87.711,15.15,2006,262.15,0.0
20.099,-87.462,7.45,2005,301.42,1.12
18.66,-87.716,18.75,2006,262.15,0.25
19.967,-87.461,2.25,2005,262.15,7.67
19.883,-87.426,5.95,2006,302.01,2.19
19.883,-87.426,6.1,2006,302.01,2.19
18.634,-87.72,5.5,2005,262.15,2.12
18.634,-87.72,4.8,2005,262.15,3.66
18.634,-87.72,9.85,2005,262.15,4.82
18.66,-87.709,10.15,2005,262.15,0.56
18.66,-87.709,16.1,2005,262.15,0.56
18.66,-87.709,10.7,2005,262.15,3.66
18.66,-87.709,15.15,2005,262.15,4.82
18.675,-87.707,16.15,2005,262.15,4.6
18.655,-87.71,11.3,2005,262.15,0.56
18.675,-87.708,9.1,2005,262.15,4.6
18.675,-87.708,11.3,2005,262.15,5.39
18.704,-87.704,9.75,2005,262.15,0.72
18.704,-87.704,5.1,2005,262.15,0.72
18.704,-87.704,7.45,2005,262.15,5.39
18.721,-87.692,4.65,2005,300.28,8.95
18.704,-87.702,14.95,2005,262.15,4.6
18.718,-87.693,10.05,2005,302.11,4.57
18.718,-87.692,16.05,2005,302.26,5.58
19.968,-87.452,18.6,2005,262.15,0.86
20.038,-87.466,8.2,2005,301.38,0.0
18.655,-87.709,21.2,2005,262.15,2.12
16.0,-95.0,,1998,302.87,5.86
16.0,-95.0,,1998,301.85,1.31
18.66,-87.719,5.2,2006,262.15,1.35
18.635,-87.722,5.5,2005,262.15,2.12
18.2667,-87.8333,5.0,1998,262.15,3.87
19.5,-87.3,5.0,1998,302.15,0.0
20.4167,-87.3,,1998,262.15,5.7
20.298,-87.02,4.5,2005,301.2,2.54
21.0491,-105.2573,,1997,301.82,8.72
-12.495,40.625,,1999,302.01,2.23
-24.6082,35.2685,,2005,298.23,1.0
-23.7777,35.5117,,2005,298.49,0.0
-25.4363,33.1738,,2005,297.37,1.04
16.94,54.81,,1998,300.14,18.95
16.8,54.0,,1998,300.11,15.36
7.752,134.5763,7.5,1999,300.78,2.48
7.2143,134.2269,15.24,1998,302.27,18.49
7.8128,-81.7597,,1983,302.02,8.34
7.855,-82.0125,,1983,302.17,11.85
7.9357,-82.0478,,1998,301.8,11.25
7.8167,-81.7667,,1993,301.57,0.0
7.8,-81.75,19.0,1997,300.8,18.94
7.3,-81.8,19.0,1997,300.39,24.3
7.8541,-82.4562,,1998,300.73,0.0
8.25,-80.3667,,1998,301.37,13.86
-9.5111,147.179,1.52,2009,302.35,18.6
-2.6833,150.5667,12.5,1996,302.46,1.14
-10.1167,151.1333,,1998,262.15,0.0
-9.4833,147.1833,10.0,1999,262.15,0.92
13.7246,120.8794,20.0,2010,262.15,0.91
9.3272,122.747,,1998,301.94,6.36
12.05,122.9,28.0,1998,302.28,9.54
10.21,123.98,12.0,2008,302.24,0.0
11.15,123.8,9.5,2008,302.3,8.7
9.0889,118.2272,15.0,1998,301.81,5.86
11.0,114.0,,1998,301.5,8.25
13.54,120.76,15.0,1998,301.9,6.24
16.31,119.77,15.0,1998,302.44,9.04
8.72,119.8,,1998,302.12,7.56
10.4,119.17,,1998,262.15,12.12
16.37,119.87,,1998,262.15,10.44
9.868,122.38,12.0,1998,262.15,13.03
11.1847,119.3872,,1998,262.15,5.08
11.9049,120.2632,,1998,302.1,9.64
13.2421,121.9158,,1998,301.97,12.2
11.1805,123.1675,,1998,302.03,14.32
9.8664,118.78,,1998,300.81,2.44
10.484,119.2463,,1998,262.15,4.93
-21.16,55.28,,2001,301.07,0.0
-21.0867,55.2407,0.7,2001,301.06,0.0
-20.9228,55.3417,,2005,262.15,4.21
-14.0,-171.0,10.0,2001,,
-13.8231,-171.7261,,1998,302.41,0.0
27.3107,49.5072,,1998,305.26,32.14
22.6,38.8167,,1998,304.18,6.11
-9.33,50.73,16.5,1998,301.75,7.2
-9.31,50.71,16.5,1998,301.75,7.2
-7.01,52.73,13.5,1998,302.36,13.12
-4.35,55.65,7.0,1998,302.57,14.34
-7.0113,52.7348,15.0,1998,301.43,4.67
-9.2461,51.0431,15.0,1998,300.45,4.84
-9.2126,51.0359,15.0,1998,300.45,4.84
-4.3347,55.7177,,1998,302.09,6.19
-4.6461,55.4845,,1998,262.15,6.4
1.2361,103.82,,1998,302.24,7.14
1.2833,103.8667,,1998,302.14,6.41
-8.067,156.8,,2000,262.15,2.63
6.0357,80.1898,,1998,301.93,4.6
6.1167,80.0667,,1998,302.17,8.54
6.1744,80.0661,,1998,302.27,7.43
6.9996,79.7948,,1998,302.58,1.82
6.131,80.0725,,1998,301.26,11.0
13.51,-61.4,21.0,2005,300.66,13.77
23.5167,119.6,,1998,297.68,9.27
-6.1274,39.1742,,1998,301.95,1.55
-8.1167,39.7,,1998,301.87,7.0
-7.9833,39.7833,,1998,300.04,7.88
-7.9667,39.7833,,1998,300.04,7.88
-7.8333,39.8333,,1998,262.15,13.14
-6.35,39.225,,1998,300.05,9.81
-7.9516,39.8137,,1998,300.27,1.81
-8.7242,39.5216,,1998,301.69,2.31
11.81,102.38,4.5,2008,301.58,0.0
8.0,98.33,1.0,1997,262.15,2.1
8.0,98.33,1.0,1997,262.15,3.58
8.0,98.33,1.0,1995,262.15,6.84
8.0,98.3333,,1990,262.15,2.27
8.1042,98.3028,,1990,262.15,2.14
13.3644,100.9823,,1998,262.15,9.62
12.6363,100.848,,1998,303.61,9.95
8.661,97.652,10.0,1995,302.61,5.78
9.41,97.896,6.0,1995,302.58,8.14
8.104,98.302,1.0,1991,262.15,11.75
7.73,98.74,,2010,303.06,13.25
8.0,98.5,,1991,302.64,11.48
-21.0617,-175.3406,,2000,300.61,10.13
-19.7211,-175.1017,,2000,301.06,12.45
11.297,-60.52,12.0,2005,300.27,11.84
11.291,-60.679,7.0,2005,300.16,8.73
11.155,-60.85,12.0,2005,300.32,4.36
-8.0,178.3667,,2004,302.94,1.05
24.544,54.385,,2000,306.86,6.34
25.086,55.139,,2002,305.9,13.06
24.45,54.3833,,1996,262.15,13.79
24.45,54.3833,,1998,262.15,26.23
24.148,52.738,,1996,307.22,19.21
24.121,52.52,,1998,307.02,29.52
25.0,55.0,4.5,2007,303.85,1.01
18.3267,-65.3322,,1998,300.33,0.0
24.66,-81.07,2.25,2009,303.13,8.94
25.1096,-80.36,,1998,302.5,2.02
25.15,-80.28,5.0,1987,302.86,0.0
19.67,-156.03,10.0,2008,299.87,0.0
25.7,-80.097,8.5,2005,302.32,1.05
24.6324,-81.1111,,1998,302.82,2.98
24.492,-81.888,6.8,2005,299.92,29.34
25.675,-80.098,10.0,2005,302.32,1.05
26.16,-80.083,13.6,2005,262.15,0.71
18.3833,-154.6333,,1986,299.37,0.0
24.4929,-81.7118,,1998,299.77,34.74
24.4934,-81.7084,,1998,299.77,34.74
24.55,-82.05,,1998,302.83,5.76
24.8194,-80.786,,2001,302.56,0.0
18.34,-64.747,,2005,301.78,9.04
27.83,-175.83,,2002,298.89,5.99
28.2,-177.35,,2002,298.78,11.43
24.623,-81.111,14.2,2005,300.91,2.51
24.917,-80.545,6.0,2005,300.73,2.28
25.277,-80.227,1.6,2006,300.77,0.0
25.587,-80.096,3.0,2005,300.85,1.0
24.5557,-81.5112,,1997,301.65,2.25
18.3333,-64.9333,,1998,262.15,2.48
18.347,-64.988,2.5,2005,262.15,14.06
17.914,-67.223,12.75,2003,301.57,0.0
17.764,-64.57,8.5,2005,301.2,13.51
17.765,-64.574,6.4,2005,301.2,13.51
11.4167,-64.0833,,2010,298.92,21.15
10.5333,108.95,,1998,301.26,9.0
13.5,109.3333,,1998,301.45,17.7
12.2594,109.2098,,1998,301.09,7.51
8.711,106.6497,15.0,1998,262.15,9.45
-18.7691,146.6305,,1998,301.94,4.49
-24.925,152.5015,,1998,299.89,11.95
-20.7693,151.0437,,1998,300.67,0.0
-18.5253,147.1444,,1998,301.37,1.39
-16.7078,146.0142,,1998,301.76,2.23
-28.6591,153.6335,15.0,1998,298.22,12.46
-28.4643,153.5836,,1998,298.21,12.72
-26.6502,153.1824,15.0,1998,298.41,6.22
-26.65,153.3333,15.0,1998,298.61,8.69
-19.7308,149.1667,,1998,300.14,2.78
-16.9397,145.7629,,1999,262.15,9.38
-23.9742,151.4822,,2002,298.12,15.32
-23.4074,151.1773,,2002,298.45,11.13
-21.3979,152.5104,,2002,299.55,4.77
-21.3579,152.4811,,2002,299.58,4.99
-21.2075,152.4988,,2002,299.64,6.79
-21.2034,152.5227,,2002,299.66,8.2
-21.1383,152.1863,,2002,299.72,2.2
-21.1047,152.3111,,2002,299.69,6.27
-21.1024,152.2048,,2002,299.71,7.02
-21.1023,152.354,,2002,299.7,6.49
-21.0851,152.2414,,2002,299.69,3.74
-21.0838,152.2842,,2002,299.69,6.27
-21.0752,152.2062,,2002,299.69,9.54
-21.0516,152.2092,,2002,299.69,9.54
-21.0167,149.898,,2002,299.81,4.71
-21.0027,152.4739,,2002,299.69,6.63
-20.9855,152.3947,,2002,299.76,9.55
-20.9838,149.7759,,2002,299.82,3.87
-20.9608,150.0807,,2002,299.84,4.85
-20.9521,149.7394,,2002,299.83,8.11
-20.9117,150.0336,,2002,299.89,7.14
-20.8209,150.381,,2002,299.78,4.95
-20.7989,150.4522,,2002,299.76,6.27
-20.7106,149.1395,,2002,299.42,12.33
-20.6841,149.145,,2002,299.41,8.68
-20.684,150.4466,,2002,299.74,3.9
-20.4566,149.0483,,2002,299.47,11.67
-20.3445,150.1992,,2002,299.8,3.96
-20.2973,150.104,,2002,299.76,2.56
-20.17,149.0099,,2002,299.84,7.8
-20.0825,148.8931,,2002,299.96,8.96
-20.0705,148.9047,,2002,300.0,8.54
-19.809,149.0759,,2002,299.91,8.51
-19.762,149.2332,,2002,299.89,4.64
-19.7392,149.9574,,2002,299.79,1.13
-19.728,148.3643,,2002,300.14,6.38
-19.6866,149.1924,,2002,299.88,4.01
-19.5005,148.7371,,2002,299.96,2.87
-19.2562,148.6288,,2002,299.94,0.0
-19.2092,148.5425,,2002,299.95,2.62
-19.1981,146.8156,,2002,300.2,3.92
-19.1875,146.8414,,2002,300.13,8.35
-19.1751,148.3844,,2002,299.98,1.27
-19.1548,146.865,,2002,300.1,8.26
-19.1142,146.8257,,2002,300.2,5.53
-18.9103,147.745,,2002,300.04,1.95
-18.8557,147.8929,,2002,300.17,2.35
-18.8224,147.6467,,2002,300.16,4.13
-18.6324,147.0545,,2002,300.18,3.22
-18.3586,147.2047,,2002,300.27,2.56
-18.0514,146.5585,,2002,300.24,2.75
-17.8857,146.5886,,2002,300.28,3.02
-17.8476,146.4879,,2002,300.23,4.64
-17.6925,146.572,,2002,300.3,3.02
-17.6554,146.4662,,2002,300.3,2.95
-17.5288,146.3787,,2002,300.3,3.25
-17.5241,146.5252,,2002,300.33,1.31
-17.4307,146.5451,,2002,300.23,1.15
-17.2942,146.3657,,2002,300.22,0.0
-17.2747,146.4655,,2002,300.34,1.52
-17.1841,146.292,,2002,300.35,1.0
-17.104,146.3419,,2002,300.32,0.0
-16.9496,146.2157,,2002,300.34,0.0
-16.9151,146.2486,,2002,300.36,0.0
-16.873,146.2157,,2002,300.32,0.0
-16.3248,145.8094,,2002,300.31,1.08
-16.1935,145.6964,,2002,300.3,0.0
-16.045,145.6507,,2002,300.29,0.0
-15.9743,145.6702,,2002,300.28,1.01
-15.8739,145.5741,,2002,300.28,0.0
-15.6472,145.7167,,2002,300.28,1.02
-15.3594,145.586,,2002,300.25,0.0
-15.2908,145.5758,,2002,300.3,1.05
-15.1405,145.5761,,2002,300.3,1.03
-14.9383,145.4855,,2002,300.29,1.11
-14.7802,145.0868,,2002,300.12,4.64
-14.5212,144.9739,,2002,300.35,2.6
-14.1705,144.2442,,2002,300.52,5.76
-14.1203,144.5246,,2002,300.4,6.48
-13.868,143.7141,,2002,300.98,1.48
-13.7714,143.6405,,2002,301.1,2.71
-23.5004,152.0637,,1998,297.42,43.62
-18.9038,147.9568,,1998,298.98,3.88
-14.173,-169.634,7.0,2002,302.24,2.35
-14.3247,-170.6968,,1998,262.15,0.0
-18.4091,146.7066,,1998,298.61,8.2
-17.7511,146.1526,,1998,298.53,8.77
-17.5256,146.5242,,1998,299.01,5.24
-17.0748,146.1848,,1998,298.77,6.96
-16.94,146.2069,,1998,299.01,4.22
-16.7012,146.0509,,1998,298.78,5.41
-24.1099,152.7156,,1998,297.77,10.45
-23.9054,152.4082,,1998,297.73,7.53
-23.6006,152.044,,1998,297.48,45.68
-23.4713,151.8803,,1998,297.28,13.6
-21.9583,150.6833,,1998,297.76,13.17
-21.687,150.2866,,1998,298.02,10.4
-21.6071,149.7821,,1998,297.2,11.02
-21.5205,150.2574,,1998,298.06,12.19
-20.8159,149.2661,,1998,297.47,9.25
-20.8014,149.2819,,1998,297.6,5.38
-20.7,149.2083,,1998,297.79,5.8
-20.6833,149.1,,1998,297.5,5.8
-20.6417,149.05,,1998,297.47,3.89
-20.225,149.1458,,1998,298.57,40.94
-20.1581,149.0338,,1998,298.72,40.51
-20.15,149.0667,,1998,298.39,5.98
-20.1067,148.57,,1998,298.13,8.02
-20.0784,148.4859,,1998,298.25,4.71
-20.0667,148.9583,,1998,298.84,37.08
-19.4195,148.8477,,1998,298.57,3.61
-19.3605,148.636,,1998,298.62,0.0
-19.3419,148.6335,,1998,298.62,0.0
-19.2105,148.1735,,1998,298.67,7.3
-19.167,146.85,,1998,298.06,13.57
-18.7333,147.2667,,1998,298.83,5.78
-18.7185,146.5751,,1998,262.15,12.33
-18.6754,146.5485,,1998,298.57,6.0
-18.65,146.55,,1998,299.32,37.82
-18.4,146.8333,,1998,298.77,4.67
-18.237,146.3227,,1998,298.59,11.53
-18.2333,146.7667,,1998,298.7,4.47
-18.1502,146.2894,,1998,298.53,7.95
-18.1238,146.7623,,1998,298.82,3.48
-18.1,146.7833,,1998,298.89,3.54
-18.0833,146.8,,1998,298.89,3.54
-18.0514,146.2037,,1998,298.46,7.49
-18.0398,146.787,,1998,298.9,2.36
-18.0084,146.1533,,1998,298.49,5.24
-17.9458,146.7954,,1998,299.06,3.57
-17.8491,146.4868,,1998,298.85,8.83
-17.7702,146.4392,,1998,298.86,7.08
-17.7247,146.3947,,1998,298.81,8.17
-17.67,146.167,,1998,298.51,11.86
-17.6569,146.4651,,1998,298.94,3.72
-17.4856,146.3902,,1998,298.91,4.71
-17.2957,146.3646,,1998,298.88,4.19
-17.1857,146.2909,,1998,298.99,4.58
-17.0151,146.2158,,1998,298.88,2.75
-16.769,145.9912,,1998,298.75,6.88
-16.691,146.2528,,1998,299.22,1.3
-16.4152,145.766,,1998,298.81,8.07
-16.4,145.7,,1998,298.71,4.62
-16.3029,145.4979,,1998,298.73,9.93
-16.1083,145.8351,,1998,299.14,1.03
-15.9984,145.4376,,1998,262.15,5.7
-15.937,145.3952,,1998,298.53,5.46
-15.7796,145.5803,,1998,298.84,3.86
-15.6924,145.4977,,1998,298.66,3.8
-15.4743,145.4174,,1998,298.76,2.83
-15.1104,145.4232,,1998,298.71,2.23
-14.7307,145.1789,,1998,298.5,3.38
-12.7139,143.6057,,1998,299.37,7.65
-12.6424,143.5601,,1998,299.4,5.62
-12.2167,143.2833,,1998,299.56,5.31
-11.8446,142.9376,,1998,299.89,8.6
-11.7667,143.1,,1998,299.7,4.48
-11.7608,142.9722,,1998,299.87,4.03
-11.5136,142.8717,,1998,299.87,4.71
-11.3855,142.9653,,1998,299.81,4.42
-11.2503,142.8179,,1998,299.85,2.96
-11.182,143.0291,,1998,299.91,2.94
-14.55,145.5833,,1998,298.41,2.53
-13.6667,122.0,,1998,301.29,12.93
-10.5014,105.5092,,1997,301.45,0.0
23.764,-76.12,17.0,1995,301.8,7.86
23.796,-76.137,3.5,1995,297.52,0.0
24.4994,-76.7142,9.5,1999,300.73,0.0
24.4994,-76.7142,,1998,302.63,12.97
24.3301,-74.4642,,1998,302.11,9.79
23.74,-76.066,4.0,1987,302.21,0.0
25.1879,-77.0225,,1998,301.39,9.68
23.9994,-74.5575,,1998,300.52,0.0
25.414,-77.923,,1998,299.93,5.38
26.5914,-77.9041,,1998,299.64,1.87
26.9029,50.9448,,1998,305.8,24.51
13.0391,-59.5231,,1998,262.15,5.11
16.0,-88.0,2.5,2008,302.88,0.0
16.6186,-88.2309,3.05,1998,302.47,3.86
17.0022,-88.0101,,1998,302.3,1.76
17.18,-88.08,,1998,302.39,1.54
17.27,-87.82,,1998,302.2,3.09
17.33,-88.03,,1998,302.23,1.6
17.4167,-87.8333,,1998,262.15,1.21
17.4833,-88.05,16.0,1998,302.23,1.4
17.4911,-88.0462,,1998,302.23,1.4
17.5,-87.85,,1998,302.15,1.0
16.73,-87.77,,1998,301.37,2.66
16.77,-88.07,4.5,1998,301.36,4.4
16.6155,-88.0669,,1998,301.31,5.57
16.79,-87.69,,1998,301.43,2.05
17.0905,-87.9996,,1998,301.14,7.17
32.33,-64.69,,1988,300.42,0.0
32.426,-64.706,,1988,300.78,1.34
32.47,-64.76,,1988,300.73,0.0
32.43,-64.65,12.5,2000,300.56,5.0
19.7231,-80.0463,,1998,302.94,3.04
5.073,114.719,,2010,303.05,3.9
-27.1,-109.3,,1980,262.15,
2.96,-78.175,,1998,300.63,41.7
2.98,-78.17,,1998,300.6,44.18
3.0,-78.16,2.5,1998,300.59,42.93
4.0111,-77.6335,,1997,300.49,17.91
11.3,-74.15,13.5,1999,262.15,4.93
15.2,145.7,5.5,2001,262.15,1.19
14.15,145.2,27.5,2001,262.15,0.43
15.2072,145.691,5.0,2001,302.1,1.04
18.0607,145.7421,6.5,2001,302.09,0.0
18.0707,145.7136,6.5,2001,262.15,0.41
18.0859,145.7299,6.5,2001,302.01,0.0
18.0967,145.7649,6.5,2001,302.06,1.13
18.1073,145.7858,6.5,2001,302.06,0.0
18.1197,145.7557,6.5,2001,302.06,1.13
18.1411,145.7586,6.5,2001,262.15,1.49
18.1666,145.7666,6.5,2001,302.09,3.36
18.7268,145.6634,6.5,2001,302.0,1.46
18.7483,145.6941,6.5,2001,302.07,2.19
18.7924,145.64,6.5,2001,302.19,0.0
18.8072,145.649,6.5,2001,302.19,0.0
19.6808,145.3921,6.5,2001,302.03,0.0
19.6998,145.4174,6.5,2001,302.07,0.0
19.702,145.3938,6.5,2001,302.03,0.0
20.014,145.2084,6.5,2001,302.06,0.0
20.0144,145.2342,6.5,2001,302.07,0.0
20.0175,145.2125,6.5,2001,302.06,0.0
20.0224,145.2298,6.5,2001,302.06,0.0
20.0232,145.2077,6.5,2001,302.06,0.0
20.0289,145.208,6.5,2001,302.06,0.0
20.0303,145.2272,6.5,2001,302.06,0.0
20.0357,145.2245,6.5,2001,302.06,0.0
20.538,144.8989,6.5,2001,301.95,1.3
20.5459,144.8858,6.5,2001,301.95,1.3
20.5532,144.8903,6.5,2001,301.95,1.3
14.5,145.2,2.5,2001,302.21,1.13
22.883,-83.547,,2003,299.81,1.7
-0.7488,-90.7676,,1998,297.68,41.08
-1.5,-80.81,,1998,297.75,52.8
-1.47,-80.78,,1998,262.15,48.55
-1.28,-81.07,,1998,297.45,45.32
-1.59,-80.87,,1998,297.42,38.21
-1.48,-80.8,,1998,297.73,49.99
-1.2333,-90.3833,,1983,297.37,36.96
-1.2167,-90.3,1.0,1983,297.41,35.63
15.8,39.4487,,1998,304.75,1.57
15.6224,39.4841,,1998,303.56,17.52
8.6072,150.3893,,1998,302.27,2.15
-18.39,178.2,,2001,301.02,0.0
-17.565,177.2986,3.5,2000,301.42,0.0
-18.755,178.526,14.25,2000,299.98,5.36
-18.6,178.5,13.0,2000,299.25,8.51
-18.5,178.0,13.0,2000,299.52,5.76
-17.9167,178.5833,13.0,2000,299.34,9.32
-18.9,178.1,15.0,1999,298.67,1.25
-17.6,-149.3,,1994,262.15,0.0
15.9316,-86.4011,,1998,302.54,4.42
16.3333,-86.4667,17.5,1998,302.38,4.15
9.29,79.14,,2002,303.95,0.0
9.291,79.14,,2002,303.95,0.0
9.294,79.249,,2002,303.81,2.59
9.328,79.3179,,2002,262.15,1.72
9.2921,79.3277,,2002,303.74,1.03
11.7333,92.8833,,1998,302.22,5.83
22.559,69.3347,,1998,301.67,0.0
-5.8667,110.3333,,1998,301.58,2.2
-5.5167,106.4833,,1998,301.65,7.14
-5.9013,110.5041,,1998,301.86,10.62
-8.1185,114.6278,,1998,302.29,4.46
1.1385,122.35,,1998,302.51,7.66
1.6142,124.73,,1998,301.63,4.25
17.93,-79.807,6.5,2005,302.02,1.28
17.7777,-77.0837,,1998,302.06,2.93
17.7848,-77.5627,,1998,301.96,6.93
24.4634,123.8022,5.0,2008,301.76,1.3
24.7668,125.2441,3.0,2007,301.77,1.09
26.2453,127.668,3.0,2009,299.06,1.35
26.2462,127.6679,3.0,2009,299.06,1.35
26.2479,127.6679,3.0,2009,299.06,1.35
26.4405,127.7772,4.0,2013,262.15,3.58
26.4436,127.7728,5.0,2008,301.74,10.58
26.4442,127.7727,2.0,2009,300.79,1.46
26.5326,128.0748,15.0,2016,299.35,11.79
30.4576,130.4899,12.0,2008,295.17,2.43
30.4578,130.4894,6.0,2008,301.78,3.0
32.7689,132.6389,2.0,2008,298.78,6.3
32.7735,132.627,5.0,2008,298.78,6.3
32.7736,132.6266,10.0,2010,297.18,6.45
32.7736,132.6272,2.0,2008,294.46,3.75
33.4571,135.7609,5.0,2007,262.15,6.73
33.4821,135.6952,4.0,2008,294.58,6.63
33.4914,135.6681,3.0,2008,298.46,7.23
33.5211,133.7537,2.0,2011,262.15,1.85
33.5212,133.7536,3.0,2010,262.15,6.99
33.6901,135.3315,4.0,2010,262.15,14.18
33.6906,135.336,3.0,2013,262.15,4.67
24.4398,124.0759,3.0,2009,262.15,0.39
24.7481,125.4427,3.0,2009,301.91,1.58
26.355,127.1427,0.0,2016,298.49,9.62
26.6321,142.1669,8.0,2007,300.71,0.0
30.7799,130.2851,14.5,2008,294.48,1.13
28.0729,129.3315,1.0,2016,300.71,12.33
34.6603,138.7884,3.0,2009,262.15,0.0
24.8136,125.1442,5.0,2016,300.84,15.78
26.3269,127.7442,2.0,2010,262.15,2.43
26.3269,127.745,5.0,2016,262.15,11.59
26.3271,127.7448,1.0,2013,262.15,8.22
26.4956,127.8389,1.0,2016,301.11,13.78
26.7146,128.0224,2.0,2016,301.6,10.75
26.7147,128.0144,1.0,2016,297.61,4.06
26.8474,128.288,1.5,2013,299.55,6.51
30.4545,130.4988,5.0,2008,295.17,2.43
32.7784,132.7325,1.0,2016,296.27,2.62
32.7788,132.7326,3.0,2016,297.93,2.62
24.2312,123.9935,6.0,2016,300.42,11.62
24.3098,124.1065,13.0,2016,300.38,14.19
24.3124,124.1045,12.0,2016,298.27,8.56
24.4162,124.1124,6.0,2016,262.15,12.88
24.4168,124.0792,10.0,2009,262.15,0.39
24.42,124.1139,15.0,2016,262.15,13.14
24.4234,124.0999,5.0,2016,262.15,12.36
24.4236,124.0777,10.0,2016,262.15,12.03
24.4243,124.0769,0.3,2010,262.15,0.19
24.4264,124.0719,5.0,2016,262.15,7.36
24.4271,124.1059,5.0,2016,262.15,9.05
24.4492,124.174,1.0,2009,262.15,0.0
24.4496,124.1757,1.0,2013,262.15,8.57
24.4501,124.1737,1.5,2016,262.15,11.76
24.4517,124.1836,1.5,2016,262.15,11.76
24.4518,124.0753,10.0,2009,262.15,0.0
24.4518,124.1834,2.0,2016,262.15,11.09
24.4521,124.1839,1.5,2016,262.15,11.76
24.4526,124.1839,1.0,2013,262.15,8.57
24.4543,124.0795,6.0,2010,298.1,0.0
24.4552,124.1865,2.0,2009,300.45,1.33
24.4553,124.1846,1.0,2016,300.13,13.34
24.4561,124.1864,1.5,2016,301.05,14.98
24.4563,124.1861,1.0,2016,301.74,13.44
24.4581,124.1952,1.0,2010,301.95,4.6
24.4591,124.2053,0.5,2010,301.63,1.15
24.4795,124.2182,1.2,2008,297.46,0.0
24.4861,124.2864,5.0,2010,297.9,7.55
24.609,124.3262,3.0,2016,301.36,10.37
24.6091,124.3261,2.0,2016,301.59,8.71
24.6144,124.3065,10.0,2009,300.78,2.55
26.0873,127.7102,0.5,2013,262.15,4.71
26.0877,127.7109,0.3,2016,262.15,13.18
26.0884,127.7078,2.0,2010,262.15,0.0
26.0887,127.7072,3.0,2013,262.15,4.71
26.0894,127.7085,2.0,2016,262.15,12.93
26.2582,127.6824,1.0,2013,301.22,2.43
26.2584,127.6821,1.0,2013,301.22,2.43
26.2595,127.6922,0.6,2010,298.09,4.09
26.273,127.7051,0.2,2013,262.15,6.38
26.2757,127.7015,0.3,2016,262.15,10.44
26.2763,127.7018,0.3,2016,262.15,18.76
26.3034,127.7209,6.5,2010,300.67,0.0
26.3608,126.8189,0.5,2008,301.62,4.54
26.3815,126.7901,5.0,2008,299.61,1.1
26.4063,127.715,2.0,2016,262.15,12.62
26.4363,127.7132,0.5,2016,300.8,12.3
26.4382,127.7131,0.1,2009,294.25,1.82
26.4418,127.7124,3.0,2013,300.46,4.21
26.5076,127.8906,2.0,2016,299.73,13.06
26.5544,128.1314,1.0,2013,299.34,2.3
26.559,127.9633,20.0,2008,262.15,11.64
26.5914,127.9598,1.5,2013,262.15,5.08
26.6032,127.9305,5.0,2013,262.15,8.05
26.6294,127.8589,3.0,2013,300.77,4.79
26.6458,127.8544,1.0,2013,301.07,3.14
26.6521,127.857,0.5,2013,300.06,5.88
26.6721,127.8827,2.0,2013,262.15,6.8
26.7001,127.8752,0.5,2013,262.15,7.97
26.7099,127.8813,1.5,2016,300.08,11.48
27.0445,142.1876,5.0,2008,300.57,0.0
28.4681,129.626,15.0,2005,301.46,0.0
24.0662,123.7621,2.0,2016,301.06,7.56
24.0753,123.7727,5.0,2008,301.72,1.07
